DateTime,AddedIPs,RemovedIPs
1594870921,3,7
1594872121,5,1
1594873321,6,2
1594874521,5,24
1594875721,1,6
1594876921,8,24
1594878121,3,3
1594879321,3,5
1594880522,3,27
1594881121,1,6
1594882321,1,0
1594882921,2,2
1594883522,3,2
1594884121,6,6
1594885321,2,0
1594886521,11,0
1594887721,4,1
1594888921,2,3
1594889521,2,0
1594890122,3,3
1594890721,3,0
1594891321,7,10
1594891922,1,1
1594892521,6,0
1594893122,3,1
1594893721,4,10
1594894922,6,11
1594896122,2,12
1594897321,4,6
1594897921,1,0
1594898521,5,2
1594899121,6,2
1594899721,3,0
1594900322,5,1
1594900922,5,3
1594901521,2,3
1594902121,1,13
1594902721,6,2
1594903321,4,0
1594904521,3,7
1594905121,3,6
1594906321,3,0
1594906921,2,4
1594907521,2,1
1594908121,7,0
1594908722,6,3
1594909921,7,4
1594910521,2,3
1594911122,2,1
1594911721,3,0
1594912921,8,7
1594914721,5,3
1594915321,4,4
1594916521,4,7
1594917722,4,1
1594918922,2,12
1594920121,5,12
1594920721,3,0
1594921321,2,4
1594922522,7,3
1594923721,5,4
1594924921,4,3
1594925521,2,0
1594926122,3,7
1594927322,1,6
1594927921,7,4
1594929121,7,7
1594929722,4,0
1594930321,4,2
1594930921,1,0
1594931521,3,6
1594932721,2,0
1594933322,3,7
1594933921,7,0
1594934521,4,3
1594935721,3,7
1594936921,6,3
1594937521,5,13
1594938121,2,0
1594939321,9,1
1594940521,6,19
1594941721,8,12
1594942922,7,4
1594944121,4,3
1594944722,8,4
1594945321,2,2
1594946521,2,9
1594947721,11,3
1594948322,5,0
1594950122,2,6
1594951321,8,5
1594951921,2,0
1594952521,1,0
1594953121,3,2
1594953721,2,4
1594954921,6,0
1594956121,10,7
1594957321,4,0
1594958521,5,13
1594959721,7,15
1594960921,4,24
1594962122,2,0
1594962721,6,4
1594963321,3,0
1594963921,7,5
1594965121,6,3
1594965721,3,0
1594966321,0,1
1594967521,3,0
1594968122,2,0
1594969322,3,1
1594970521,5,1
1594971121,4,7
1594972321,7,2
1594972921,2,1
1594973521,1,0
1594974122,4,0
1594974721,5,12
1594975922,2,5
1594976522,8,0
1594977122,5,3
1594977721,4,1
1594978921,5,1
1594979522,1,1
1594980121,3,0
1594980721,5,13
1594981321,1,0
1594981921,7,13
1594983121,8,8
1594983722,3,2
1594984921,4,3
1594985521,2,5
1594986122,2,0
1594986722,4,3
1594987321,2,1
1594988521,3,0
1594989121,0,13
1594989721,2,2
1594990921,4,1
1594992121,2,8
1594992721,3,2
1594993321,2,11
1594993921,3,2
1594994522,2,6
1594995722,3,4
1594996321,3,0
1594996921,4,1
1594997522,2,0
1594998121,2,1
1594998721,8,1
1594999321,6,1
1594999921,1,0
1595001121,2,3
1595002322,7,3
1595002921,6,0
1595003522,3,4
1595004121,3,3
1595005321,3,1
1595006521,4,2
1595007121,3,7
1595007721,2,0
1595008321,3,0
1595008921,3,7
1595010121,9,6
1595010721,5,0
1595011321,2,0
1595012521,11,1
1595013722,6,10
1595014321,2,0
1595014922,3,0
1595016121,3,6
1595016721,10,0
1595017921,4,1
1595018522,3,4
1595019721,1,13
1595022121,6,3
1595023921,7,9
1595024521,1,0
1595025122,2,0
1595025721,5,0
1595026921,9,3
1595027521,3,4
1595028721,3,7
1595029321,1,6
1595030522,3,0
1595031121,5,14
1595032321,2,2
1595033522,4,1
1595034721,3,18
1595035321,2,1
1595036521,3,6
1595037721,4,0
1595038321,1,2
1595038921,6,2
1595039522,4,0
1595040121,6,0
1595041321,6,4
1595042521,2,2
1595043722,4,4
1595044922,9,7
1595046121,5,0
1595047322,4,0
1595048521,2,4
1595049721,2,0
1595050922,2,9
1595052121,2,12
1595053321,4,0
1595054521,8,4
1595055721,5,1
1595056921,5,7
1595057521,4,0
1595058122,1,1
1595059321,8,0
1595060521,5,1
1595061721,1,5
1595062321,3,11
1595062921,3,0
1595063521,1,2
1595064721,4,6
1595065321,1,0
1595065921,1,0
1595066521,7,1
1595067721,2,13
1595068321,3,1
1595068922,5,0
1595069521,4,17
1595070121,5,3
1595070721,2,0
1595071321,5,5
1595072522,5,4
1595073121,3,3
1595073721,2,4
1595074921,11,5
1595076121,3,3
1595076721,2,0
1595077321,7,0
1595078522,1,4
1595079722,3,9
1595080921,3,3
1595081521,3,12
1595082721,4,2
1595083322,0,2
1595084521,1,0
1595085122,3,5
1595086321,2,5
1595086921,3,0
1595088121,1,8
1595088721,1,0
1595089321,2,2
1595089921,1,1
1595090521,2,0
1595091721,0,1
1595092921,2,2
1595094121,3,1
1595094722,8,0
1595095321,5,4
1595095921,6,6
1595096521,5,0
1595097122,6,2
1595097722,10,3
1595098322,2,0
1595098921,0,1
1595100121,3,2
1595101321,2,0
1595101921,4,7
1595102522,9,0
1595103721,9,4
1595104922,7,4
1595106121,1,4
1595106722,3,6
1595107322,4,0
1595107921,6,6
1595108521,4,0
1595109721,4,7
1595110921,3,6
1595111521,7,0
1595112121,3,0
1595113322,2,8
1595113921,4,5
1595114521,2,3
1595115721,7,0
1595116321,1,3
1595116921,3,10
1595118121,0,21
1595119322,1,5
1595120521,5,2
1595121121,2,0
1595122321,4,3
1595122922,5,0
1595124122,1,8
1595125922,6,0
1595127121,1,17
1595127721,3,0
1595128921,2,11
1595129521,4,0
1595130121,5,0
1595131321,4,2
1595132521,1,2
1595133121,2,5
1595134321,1,0
1595134922,4,5
1595136121,7,0
1595136721,2,3
1595137322,2,1
1595138522,0,4
1595139121,7,0
1595139722,1,5
1595140321,0,1
1595140921,4,1
1595142722,2,11
1595143922,2,0
1595144521,4,2
1595145121,2,0
1595145721,6,0
1595146921,2,0
1595148121,7,6
1595148721,5,17
1595149322,2,9
1595150521,1,6
1595151721,3,0
1595152922,4,2
1595153521,3,4
1595154121,15,0
