DateTime,AddedIPs,RemovedIPs
1594579229,62,46
1594581168,97,43
1594583072,122,48
1594584979,112,34
1594586926,78,49
1594588834,66,48
1594590772,53,51
1594592699,116,52
1594594612,87,47
1594596867,117,90
1594598719,65,87
1594600580,79,80
1594602611,59,72
1594604422,55,71
1594606340,85,57
1594608322,66,54
1594610183,45,49
1594612110,65,51
1594614048,68,43
1594615953,75,50
1594617882,51,37
1594619821,62,42
1594621706,46,37
1594623878,57,50
1594625813,61,55
1594627720,59,42
1594629622,73,40
1594631567,54,43
1594633494,74,66
1594635381,52,56
1594637352,84,56
1594639218,75,57
1594641171,35,57
1594643089,52,37
1594645024,65,52
1594646898,51,42
1594649084,70,64
1594651049,49,46
1594652914,49,29
1594654871,67,42
1594656744,44,45
1594658662,60,57
1594660587,40,47
1594662498,48,65
1594664455,77,52
1594666340,74,49
1594668261,74,68
1594670220,114,130
1594672091,81,832
1594675009,225,1619
1594676909,95,1256
1594678825,67,1086
1594680770,318,1089
1594682687,498,296
1594684582,57,106
1594686522,76,86
1594688748,98,103
1594690580,76,95
1594692783,99,159
1594694659,89,91
1594696741,82,92
1594698770,86,98
1594700679,53,100
1594702605,60,95
1594704519,67,94
1594706642,91,113
1594708505,87,101
1594710531,81,87
1594712596,81,109
1594714605,76,99
1594716534,85,109
1594718424,64,75
1594720344,64,106
1594723950,291,207
1594725948,206,91
1594727774,116,80
1594729689,102,80
1594731490,83,100
1594733295,99,92
1594736196,110,111
1594738155,66,93
1594740018,64,127
1594741936,67,71
1594743886,68,74
1594745778,61,104
1594747696,82,82
1594749875,74,95
1594751807,82,95
1594753701,75,102
1594755616,109,57
1594757563,83,87
1594759544,95,109
1594761416,78,72
1594763307,86,99
1594765215,81,87
1594767209,78,279
1594769217,83,473
1594771376,84,79
1594773403,159,90
1594775299,60,80
1594777215,110,68
1594779162,73,77
1594781077,89,118
1594782998,69,85
1594784929,96,90
1594786830,77,76
1594788740,73,70
1594790695,78,70
1594792574,68,79
1594794535,88,66
1594796651,77,100
1594798584,106,89
1594800395,203,82
1594802211,56,51
1594804105,57,72
1594806021,69,94
1594807997,60,102
1594809862,77,89
1594811778,84,80
1594813737,85,72
1594815646,443,66
1594817535,926,61
1594819557,889,59
1594821378,990,59
1594823292,898,62
1594825380,1043,36
1594827203,840,68
1594829173,407,47
1594831024,65,31
1594832904,43,41
1594834860,54,39
1594836772,33,32
1594838659,36,51
1594840592,51,37
1594842536,68,53
1594844434,55,44
1594846386,42,50
1594848316,47,49
1594850215,64,33
1594852339,58,48
1594854298,53,54
1594856211,60,68
1594858165,61,49
1594860062,70,115
1594861966,54,36
1594863866,58,56
1594865786,45,37
1594867702,55,51
1594869670,51,38
1594871542,50,89
1594873464,81,40
1594875472,64,27
1594877298,48,44
1594879488,50,54
1594881376,32,75
1594883392,50,45
1594885223,45,43
1594887171,32,53
1594889060,42,40
1594890977,53,38
1594892923,40,44
1594894839,58,33
1594896741,40,50
1594898714,73,44
1594900587,32,46
1594902521,50,49
1594904678,89,69
1594906862,59,168
1594908694,68,63
1594910953,309,91
1594913027,302,70
1594915043,275,61
1594916903,151,41
1594919056,42,51
1594920971,45,65
1594922927,57,35
1594925798,85,59
1594928036,237,55
1594930094,279,37
1594932141,306,52
1594934272,255,39
1594936124,181,54
1594938013,172,54
1594939947,79,44
1594941850,51,38
1594943798,66,54
1594945697,47,58
1594947832,41,115
1594949773,52,683
1594951729,82,239
1594953673,42,922
1594955532,56,920
1594957481,55,1328
1594959407,61,919
1594961298,85,838
1594963248,81,556
1594965139,81,87
1594967098,81,66
1594969030,67,53
1594970896,54,67
1594973031,67,73
1594974897,72,58
1594976927,71,88
1594978823,67,70
1594980743,93,73
1594982671,87,66
1594984579,72,97
1594986529,63,62
1594988423,59,63
1594990345,69,92
1594992293,58,91
1594994192,67,63
1594996097,54,106
1594998270,59,159
1595000216,101,172
1595002102,74,159
1595004024,695,156
1595005966,62,58
1595007876,67,83
1595009781,75,83
1595011999,77,82
1595013909,79,130
1595015778,72,215
1595017746,68,323
1595019946,98,379
1595021810,42,486
1595023712,65,506
1595025669,65,292
1595027566,86,57
1595029461,69,70
1595031410,60,75
1595033338,80,72
1595035219,64,78
1595037141,74,79
1595039088,53,76
1595041041,63,88
1595042898,62,67
1595045012,64,81
1595046998,78,86
1595049169,63,103
1595051057,45,97
1595052976,57,72
1595054924,56,67
1595056818,61,74
1595058735,46,70
1595060693,66,66
1595062618,53,93
1595064508,61,72
1595066597,81,69
1595068596,72,98
1595070491,63,68
1595072423,59,88
1595074363,75,76
1595076251,47,77
1595078171,72,67
1595080117,79,66
1595082009,66,71
1595083929,65,55
1595085961,53,59
1595087777,49,82
1595089935,267,761
1595091863,86,67
1595093800,78,62
1595095794,131,63
1595097729,425,59
1595099545,341,62
1595101459,74,73
1595103405,74,64
1595105302,58,68
1595107277,57,59
1595109166,72,44
1595111064,70,52
1595112977,93,79
1595114924,62,78
1595117811,88,114
1595119701,93,85
1595121624,84,60
1595123578,53,74
1595125478,65,45
1595127449,58,79
1595129344,68,49
1595131414,169,65
1595133379,723,63
1595135323,764,75
1595137216,837,54
1595139166,689,47
1595141058,133,49
1595142972,46,63
1595144919,58,79
1595146817,43,122
1595148733,37,176
1595150726,48,77
1595152587,50,59
1595154507,36,57
