DateTime,AddedIPs,RemovedIPs
1595068321,10,0
1595068922,5,0
1595070121,4,0
1595070721,2,0
1595071321,3,0
1595072522,3,0
1595073121,2,0
1595073721,1,0
1595074921,1,0
1595075581,3,0
1595076121,0,1
1595076721,3,0
1595077321,2,0
1595077921,1,0
1595079722,2,1
1595080921,2,0
1595082781,2,0
1595083322,1,0
1595084521,1,0
1595085122,3,0
1595086381,0,1
1595086921,1,0
1595087521,1,0
1595089321,1,0
1595089921,1,0
1595090521,2,0
1595091721,4,0
1595092921,2,0
1595094121,2,0
1595094722,2,0
1595095321,2,0
1595095921,4,1
1595096521,2,0
1595097122,2,0
1595097181,0,1
1595097722,4,0
1595098322,1,0
1595098921,1,0
1595100121,1,0
1595101321,0,1
1595101921,2,0
1595102522,5,0
1595103721,6,1
1595104922,5,0
1595105521,0,1
1595106121,1,1
1595106722,2,0
1595107322,3,0
1595107921,5,0
1595108521,2,0
1595109121,1,2
1595110921,1,0
1595111521,3,0
1595111582,1,0
1595112121,3,0
1595113322,5,0
1595113921,2,0
1595115721,3,0
1595116921,1,1
1595118121,1,0
1595119322,1,0
1595119921,3,1
1595120521,0,1
1595121722,2,0
1595122922,4,0
1595124122,1,0
1595124721,1,0
1595127721,2,0
1595128921,2,0
1595129521,4,0
1595130121,5,0
1595131321,2,2
1595132521,3,0
1595133722,1,1
1595136121,5,0
1595136781,2,0
1595137921,1,0
1595139121,3,0
1595139722,1,1
1595142121,3,0
1595143322,1,0
1595144521,3,0
1595145721,2,0
1595146921,6,0
1595148121,6,0
1595148721,1,0
1595149322,2,0
1595151721,1,0
1595152922,1,1
1595153521,1,0
1595154121,6,0
