DateTime,Entries,UniqueIPs
1594799522,1942,1988
1594800121,1938,1984
1594800722,1940,1986
1594801321,1946,1992
1594802522,1943,1989
1594803122,1945,1991
1594803721,1937,1983
1594804322,1942,1988
1594804921,1945,1991
1594805522,1937,1983
1594806121,1938,1984
1594807321,1933,1979
1594807921,1930,1976
1594809721,1926,1972
1594810921,1920,1966
1594811521,1923,1969
1594812721,1917,1963
1594813321,1918,1964
1594814521,1917,1963
1594815121,1914,1960
1594815721,1904,1950
1594816922,1896,1942
1594817522,1903,1949
1594818122,1905,1951
1594818721,1900,1946
1594819321,1904,1950
1594819921,1946,1992
1594820521,1950,1996
1594821121,1947,1993
1594821721,1950,1997
1594822321,1940,1987
1594822921,1946,1993
1594824121,1944,1991
1594824721,1941,1988
1594825322,1943,1990
1594825921,1938,1984
1594826522,1940,1986
1594827121,1940,1986
1594828921,1945,1991
1594829521,1941,1987
1594830122,1942,1988
1594831321,1948,1994
1594831921,1944,1990
1594832521,1942,1988
1594833722,1948,1994
1594834321,1950,1996
1594834921,1948,1994
1594836121,1937,1984
1594837322,1950,1997
1594838522,1944,1991
1594839721,1935,1982
1594840321,1941,1989
1594840921,1929,1977
1594841521,1928,1976
1594842721,1940,1988
1594843321,1928,1976
1594843922,1944,1993
1594845121,1938,1987
1594845722,1943,1992
1594846321,1934,1983
1594847521,1893,1942
1594848122,1889,1937
1594848721,1909,1958
1594849321,1902,1951
1594849921,1867,1916
1594851721,1871,1920
1594852921,1901,1950
1594853521,1901,1951
1594854121,1885,1934
1594855321,1899,1948
1594856521,1898,1947
1594857722,1897,1946
1594858321,1905,1954
1594858921,1909,1958
1594859522,1917,1968
1594860121,1910,1961
1594861321,1912,1962
1594862522,1923,1972
1594863721,1910,1959
1594864321,1920,1969
1594864921,1918,1967
1594866122,1934,1983
1594867322,1920,1968
1594868522,1930,1978
1594869721,1933,1981
1594870921,1923,1970
1594871521,1932,1979
1594872121,1935,1982
1594873321,1938,1985
1594874521,1957,2004
1594875721,1961,2008
1594876921,1950,2001
1594878121,1940,1991
1594878721,1945,1996
1594880522,1953,2004
1594881121,1947,1998
1594882321,1944,1995
1594882921,1937,1988
1594883522,1946,1997
1594884121,2015,2067
1594884721,2011,2063
1594885921,2013,2066
1594886521,2014,2067
1594887721,2016,2070
1594888921,2021,2075
1594889521,2021,2075
1594890122,2020,2074
1594890721,2023,2077
1594891321,2023,2077
1594891922,2027,2081
1594892521,2029,2083
1594893122,2024,2078
1594893721,2028,2082
1594894321,2029,2083
1594894922,2029,2082
1594895521,2033,2086
1594896122,2034,2087
1594896721,2038,2091
1594897921,2039,2092
1594898521,2036,2089
1594899121,2037,2090
1594899721,2030,2083
1594900322,2031,2084
1594900922,2032,2084
1594901521,2030,2082
1594902121,2033,2085
1594902721,2034,2086
1594903321,2032,2084
1594904521,2026,2078
1594905121,2023,2075
1594905721,2017,2069
1594906321,1993,2045
1594906921,1980,2032
1594907521,1970,2022
1594908121,1969,2021
1594908722,1962,2014
1594909321,1959,2010
1594910521,1961,2012
1594911122,1959,2010
1594911721,1962,2013
1594913521,1962,2013
1594914121,1947,1998
1594915321,1946,1996
1594915921,1947,1997
1594916521,1941,1991
1594917121,1946,1995
1594917722,1945,1993
1594920121,1948,1997
1594920721,1951,2000
1594921922,1944,1993
1594922521,1956,2005
1594923721,1961,2011
1594924921,1956,2006
1594925521,1958,2008
1594926121,1968,2018
1594926721,1967,2017
1594927322,1971,2021
1594927921,1976,2026
1594928522,1981,2031
1594929722,1974,2024
1594930921,1951,2000
1594931521,1953,2002
1594932121,1957,2006
1594932721,1947,1996
1594933921,1956,2005
1594934521,1962,2011
1594935121,1943,1991
1594935721,1951,1999
1594936921,1946,1993
1594937521,1944,1992
1594938721,1936,1984
1594939321,1937,1985
1594940521,1924,1972
1594941721,1905,1953
1594942922,1915,1963
1594943522,1912,1960
1594944121,1916,1964
1594944722,1900,1948
1594945321,1891,1939
1594946521,1878,1926
1594947721,1850,1898
1594948921,1857,1906
1594950722,1810,1859
1594951921,1793,1842
1594952521,1798,1847
1594953121,1787,1835
1594953721,1776,1824
1594954921,1770,1819
1594955521,1765,1814
1594956721,1772,1821
1594957321,1755,1801
1594959121,1741,1787
1594960322,1731,1777
1594960921,1711,1756
1594962122,1706,1750
1594963321,1705,1751
1594964521,1699,1745
1594965721,1700,1746
1594966921,1690,1736
1594967521,1693,1739
1594968721,1701,1746
1594969322,1706,1751
1594970521,1680,1724
1594971722,1618,1661
1594972321,1620,1663
1594973521,1605,1649
1594974122,1596,1639
1594974721,1606,1649
1594975322,1607,1650
1594975922,1611,1654
1594977122,1616,1659
1594977721,1613,1656
1594978921,1615,1659
1594979522,1610,1654
1594980121,1620,1664
1594981321,1623,1667
1594982522,1628,1672
1594983121,1643,1687
1594983722,1645,1689
1594984921,1643,1687
1594985521,1638,1682
1594986122,1638,1682
1594987321,1637,1681
1594988521,1641,1685
1594989121,1650,1694
1594989721,1646,1690
1594990921,1656,1701
1594991522,1663,1708
1594992121,1664,1709
1594993321,1664,1709
1594993921,1659,1704
1594995122,1671,1716
1594995722,1676,1721
1594996921,1686,1731
1594997522,1689,1735
1594998121,1698,1745
1594998721,1698,1745
1594999321,1710,1757
1595001121,1703,1750
1595001721,1708,1755
1595002321,1709,1756
1595004121,1716,1762
1595005321,1706,1752
1595006521,1704,1752
1595007121,1710,1758
1595007721,1703,1751
1595008321,1704,1752
1595008921,1688,1736
1595010121,1683,1731
1595010721,1684,1732
1595011321,1690,1738
1595011921,1677,1725
1595012521,1677,1723
1595013721,1680,1726
1595014321,1676,1722
1595014922,1685,1731
1595016121,1679,1725
1595016721,1678,1724
1595017322,1681,1727
1595017921,1681,1727
1595018522,1673,1719
1595019121,1690,1736
1595024521,1667,1714
1595025122,1678,1725
1595025721,1699,1746
1595026921,1700,1746
1595027521,1703,1749
1595028122,1718,1764
1595029321,1714,1760
1595029921,1722,1769
1595030522,1716,1763
1595032321,1723,1773
1595033522,1720,1771
1595034121,1727,1778
1595034721,1725,1776
1595035321,1732,1783
1595036521,1768,1819
1595037721,1775,1827
1595038921,1797,1849
1595039522,1807,1860
1595040721,1818,1871
1595041321,1823,1877
1595042521,1829,1883
1595043722,1836,1891
1595044922,1838,1894
1595046121,1843,1899
1595047322,1855,1911
1595048521,1848,1904
1595049721,1866,1923
1595050922,1857,1914
1595052121,1866,1923
1595053321,1873,1930
1595054521,1873,1931
1595055721,1872,1930
1595056322,1926,1984
1595056921,1915,1973
1595057521,1920,1978
1595058122,1924,1982
1595059321,1925,1983
1595060521,1922,1980
1595061721,1921,1978
1595062321,1919,1976
1595062921,1908,1965
1595063521,1916,1973
1595064121,1910,1967
1595064721,1894,1951
1595065921,1884,1941
1595066521,1879,1934
1595067122,1858,1913
1595068321,1869,1924
1595068922,1872,1927
1595070121,1863,1917
1595070721,1855,1908
1595071321,1856,1909
1595072522,1852,1905
1595073121,1848,1901
1595074322,1839,1895
1595074921,1842,1898
1595076121,1832,1888
1595076721,1834,1890
1595077921,1828,1884
1595078522,1811,1867
1595079122,1808,1865
1595079722,1798,1855
1595080921,1802,1859
1595081521,1804,1861
1595082721,1786,1843
1595083921,1777,1834
1595084521,1781,1838
1595085121,1785,1842
1595086321,1760,1816
1595087521,1759,1815
1595088121,1753,1809
1595089321,1748,1803
1595089921,1755,1810
1595090521,1758,1813
1595091721,1756,1810
1595092321,1747,1801
1595093521,1753,1806
1595094121,1755,1808
1595095321,1750,1803
1595095921,1751,1804
1595097122,1749,1802
1595098921,1754,1807
1595100121,1750,1803
1595101321,1737,1788
1595101921,1745,1796
1595102522,1746,1797
1595103721,1733,1783
1595104322,1738,1788
1595104922,1734,1784
1595105521,1725,1775
1595106121,1713,1761
1595106722,1721,1769
1595107322,1728,1777
1595107921,1737,1786
1595109121,1744,1793
1595110921,1731,1780
1595111521,1736,1785
1595112721,1685,1732
1595113321,1700,1747
1595113921,1671,1718
1595114521,1644,1690
1595115721,1656,1703
1595116921,1645,1691
1595118121,1623,1668
1595118722,1610,1655
1595119921,1620,1664
1595120521,1629,1673
1595121722,1621,1665
1595122321,1603,1647
1595123521,1603,1646
1595124721,1587,1630
1595125321,1581,1624
1595125921,1582,1625
1595126521,1569,1612
1595127721,1556,1599
1595128321,1553,1596
1595129521,1557,1600
1595131321,1554,1594
1595132521,1550,1590
1595133121,1538,1578
1595134922,1528,1566
1595136121,1506,1542
1595136721,1507,1543
1595137921,1490,1527
1595139121,1481,1523
1595140321,1473,1515
1595140921,1461,1504
1595141521,1464,1507
1595142121,1459,1502
1595143322,1434,1477
1595144521,1379,1422
1595145721,1385,1428
1595146921,1365,1406
1595148121,1361,1403
1595149322,1345,1385
1595150521,1330,1370
1595151121,1335,1375
1595152321,1335,1375
1595152921,1325,1365
1595153521,1315,1355
